id,smiles,actual_solubility,predicted_solubility,error,abs_error
CCCCC#C,CCCCC#C,-2.36,-1.6028844118118286,0.7571154832839966,0.7571154832839966
CCCCCCCCCCCCCCCCCc1[nH]ccn1,CCCCCCCCCCCCCCCCCc1[nH]ccn1,-7.2146425,-6.4575629234313965,0.7570796012878418,0.7570796012878418
CCN(CC)C(=O)C(C)OC(=O)C1=CC=CC=C1OC(C)=O,CCN(CC)C(=O)C(C)OC(=O)C1=CC=CC=C1OC(C)=O,-1.6,-2.356863498687744,-0.7568634748458862,0.7568634748458862
OC1=CC=CC(=C1)N=C=S,OC1=CC=CC(=C1)N=C=S,-1.99,-2.7468433380126953,-0.7568433284759521,0.7568433284759521
ClCC(=O)N(CC=C)CC=C,ClCC(=O)N(CC=C)CC=C,-0.9452,-1.70195472240448,-0.7567546963691711,0.7567546963691711
CCCCCCC(=O)OCC,CCCCCCC(=O)OCC,-2.7369,-3.493046283721924,-0.7561461925506592,0.7561461925506592
CCCCCCCCC(=O)OCC,CCCCCCCCC(=O)OCC,-3.8007,-4.5568389892578125,-0.7561390399932861,0.7561390399932861
CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]3(C)OCC[C@H]23,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]3(C)OCC[C@H]23,-5.099488,-4.3437113761901855,0.7557764053344727,0.7557764053344727
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)C.CO[S]([O-])(=O)=O,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)C.CO[S]([O-])(=O)=O,-0.011381165,-0.7669995427131653,-0.7556183775886893,0.7556183775886893
O=C1OC(=O)C2CCCCC12,O=C1OC(=O)C2CCCCC12,-1.5647365,-2.320128917694092,-0.7553924322128296,0.7553924322128296
CCNc1nc(Cl)nc(n1)N(CC)CC,CCNc1nc(Cl)nc(n1)N(CC)CC,-4.0601,-3.304717540740967,0.7553825378417969,0.7553825378417969
Cc1ccc(Nc2cc(C(O)=O)c(Nc3ccc(C)cc3)cc2C(O)=O)cc1,Cc1ccc(Nc2cc(C(O)=O)c(Nc3ccc(C)cc3)cc2C(O)=O)cc1,-5.0705132,-4.315225601196289,0.7552876472473145,0.7552876472473145
ClC1=CC(=CC(=C1)Cl)OC2=C(Cl)C(=C(Cl)C=C2)Cl,ClC1=CC(=CC(=C1)Cl)OC2=C(Cl)C(=C(Cl)C=C2)Cl,-7.86,-7.104884624481201,0.7551155090332031,0.7551155090332031
CC1CC(O)CC(C)(C)C1,CC1CC(O)CC(C)(C)C1,-1.9916599,-1.2366080284118652,0.755051851272583,0.755051851272583
O[Cr](=O)(=O)O[Cr](O)(=O)=O.c1ccncc1.c2ccncc2,O[Cr](=O)(=O)O[Cr](O)(=O)=O.c1ccncc1.c2ccncc2,0.39908713,-0.35596397519111633,-0.7550511062145233,0.7550511062145233
[Na+].CC1=NN(C(=O)C1N\N=C\2C=C(C=C(Cl)C2=O)[N+]([O-])=O)c3ccc(cc3)[S]([O-])(=O)=O,[Na+].CC1=NN(C(=O)C1N\N=C\2C=C(C=C(Cl)C2=O)[N+]([O-])=O)c3ccc(cc3)[S]([O-])(=O)=O,-0.83857715,-1.5932742357254028,-0.7546970844268799,0.7546970844268799
c1ccnnc1,c1ccnnc1,1.0964,0.34177350997924805,-0.7546265125274658,0.7546265125274658
CCCCCCCCOC(=O)c1ccc(O)cc1,CCCCCCCCOC(=O)c1ccc(O)cc1,-4.2224,-4.976841926574707,-0.7544417381286621,0.7544417381286621
C(Sc1nnc(c2ccccc2)c(n1)c3ccccc3)\C=C\CSc4nnc(c5ccccc5)c(n4)c6ccccc6,C(Sc1nnc(c2ccccc2)c(n1)c3ccccc3)\C=C\CSc4nnc(c5ccccc5)c(n4)c6ccccc6,-7.0251255,-6.270878791809082,0.754246711730957,0.754246711730957
OCCNC(=O)c1cc(O)ccc1O,OCCNC(=O)c1cc(O)ccc1O,-0.5436,-1.2978434562683105,-0.7542434334754944,0.7542434334754944
CC(CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,CC(CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,-4.79,-4.035804271697998,0.7541956901550293,0.7541956901550293
Nc1ccc2cc(cc(O)c2c1)[S](O)(=O)=O,Nc1ccc2cc(cc(O)c2c1)[S](O)(=O)=O,-2.8833113,-2.1291699409484863,0.7541413307189941,0.7541413307189941
NC(CC1=CC(=C(O)C(=C1)I)I)C(O)=O,NC(CC1=CC(=C(O)C(=C1)I)I)C(O)=O,-2.86,-2.1059446334838867,0.7540552616119385,0.7540552616119385
CC(C)CN1CCOCC1,CC(C)CN1CCOCC1,-0.7089,0.044433265924453735,0.7533332407474518,0.7533332407474518
C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O,C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O,-1.3247,-0.571442723274231,0.7532572746276855,0.7532572746276855
[H+].[H+].[Cl-].[Cl-].CNc1nc(OC)ccc1N,[H+].[H+].[Cl-].[Cl-].CNc1nc(OC)ccc1N,0.38192308,-0.3713333010673523,-0.7532563805580139,0.7532563805580139
CC(COCC(C)OC(=O)C=C)OC(=O)C=C,CC(COCC(C)OC(=O)C=C)OC(=O)C=C,-1.6682981,-2.4215097427368164,-0.7532116174697876,0.7532116174697876
CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C2=NC=CC=C2)C(C)C,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C2=NC=CC=C2)C(C)C,-1.7,-2.4530787467956543,-0.7530786991119385,0.7530786991119385
CC(C)c1ccccc1C(C)C.OO,CC(C)c1ccccc1C(C)C.OO,-2.4977136,-1.7448148727416992,0.7528986930847168,0.7528986930847168
COCCCCC(=O)c1ccc(cc1)C(F)(F)F,COCCCCC(=O)c1ccc(cc1)C(F)(F)F,-3.5440598,-4.296664237976074,-0.7526044845581055,0.7526044845581055
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O,CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O,0.2124,-0.5399760007858276,-0.7523760050535202,0.7523760050535202
O=C1CCCN1,O=C1CCCN1,1.07,0.3178410530090332,-0.7521589994430542,0.7521589994430542
CCCCCCCCCCCCCCCCNC(=O)C(C)O,CCCCCCCCCCCCCCCCNC(=O)C(C)O,-3.6512,-4.402909278869629,-0.7517092227935791,0.7517092227935791
CNC(=O)Oc1cccc(N=CN(C)C)c1,CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.34,-1.5884417295455933,0.7515581846237183,0.7515581846237183
CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-4.0459676,-4.797274589538574,-0.7513070106506348,0.7513070106506348
[O-][N+](=O)c1cc2cccnc2c3ncccc13,[O-][N+](=O)c1cc2cccnc2c3ncccc13,-3.9172,-3.16621732711792,0.7509827613830566,0.7509827613830566
CC(C)(C)OO,CC(C)(C)OO,0.88464725,0.13395166397094727,-0.7506955862045288,0.7506955862045288
CC1=CC(=C(C)C=C1)C(O)=O,CC1=CC(=C(C)C=C1)C(O)=O,-2.92,-2.1695175170898438,0.7504825592041016,0.7504825592041016
C[C@H]([NH3+])C(C)(C)C,C[C@H]([NH3+])C(C)(C)C,0.9861,0.23563861846923828,-0.7504613995552063,0.7504613995552063
CO\N=C(C(=O)OC)/c1ccccc1COc2ccccc2C,CO\N=C(C(=O)OC)/c1ccccc1COc2ccccc2C,-5.195,-4.444700717926025,0.7502994537353516,0.7502994537353516
OC(=O)CCCCCCC(O)=O,OC(=O)CCCCCCC(O)=O,-1.1673,-1.9174951314926147,-0.7501951456069946,0.7501951456069946
C1CCC=CC1,C1CCC=CC1,-2.7104664,-3.460476875305176,-0.7500104904174805,0.7500104904174805
CC(CC(C)O[N+](=O)O)O[N+](=O)O,CC(CC(C)O[N+](=O)O)O[N+](=O)O,-2.22,-1.4700764417648315,0.749923586845398,0.749923586845398
CNC1=C(Cl)C(=O)N(N=C1)c2cccc(c2)C(F)(F)F,CNC1=C(Cl)C(=O)N(N=C1)c2cccc(c2)C(F)(F)F,-3.9548,-3.20491886138916,0.7498810291290283,0.7498810291290283
CC(C)I,CC(C)I,-2.0843,-1.3344218730926514,0.7498781681060791,0.7498781681060791
CCC1(C)OOC(C)(CC)OOC(C)(CC)OO1,CCC1(C)OOC(C)(CC)OOC(C)(CC)OO1,-4.3048553,-3.5549941062927246,0.7498612403869629,0.7498612403869629
Cn1cnc2nc(Cl)nc(NN)c12,Cn1cnc2nc(Cl)nc(NN)c12,-1.1427,-1.89240562915802,-0.7497056722640991,0.7497056722640991
ClC(=C)C=C,ClC(=C)C=C,-2.5509255,-1.8014179468154907,0.7495075464248657,0.7495075464248657
N#Cc1ccncc1,N#Cc1ccncc1,-0.4154,-1.1648285388946533,-0.7494285404682159,0.7494285404682159
CCOC1(C)CCC2C(=C)C1CCC2(C)C,CCOC1(C)CCC2C(=C)C1CCC2(C)C,-4.7342963,-3.985227108001709,0.7490692138671875,0.7490692138671875
O(c(ccc(c1)C=CC)c1)C,O(c(ccc(c1)C=CC)c1)C,-3.13,-2.381000518798828,0.7489995956420898,0.7489995956420898
OC(=O)c1ccc2ccccc2c1,OC(=O)c1ccc2ccccc2c1,-3.5639,-2.8149657249450684,0.748934268951416,0.748934268951416
CN(C)[S](=O)(=O)C1=CC=C(C=C1)N(C)C=O,CN(C)[S](=O)(=O)C1=CC=C(C=C1)N(C)C=O,-2.37,-1.6211735010147095,0.7488263845443726,0.7488263845443726
CC1=CC(=N/Nc2ccccc2[N+]([O-])=O)\C(=O)C=C1,CC1=CC(=N/Nc2ccccc2[N+]([O-])=O)\C(=O)C=C1,-5.747596,-4.998783588409424,0.748812198638916,0.748812198638916
CC(C)(O)c1cccc(c1)C(C)(C)O,CC(C)(O)c1cccc(c1)C(C)(C)O,-1.863533,-1.1149060726165771,0.7486269474029541,0.7486269474029541
CCCCCCCOCC(COCCCCCCC)(COCCCCCCC)COCCCCCCC,CCCCCCCOCC(COCCCCCCC)(COCCCCCCC)COCCCCCCC,-7.945225,-7.1966071128845215,0.7486176490783691,0.7486176490783691
CN(C(N)=O)c1ccc(C)cc1,CN(C(N)=O)c1ccc(C)cc1,-0.423,-1.1715080738067627,-0.7485080659389496,0.7485080659389496
Cc1c2ccccc2c3ccc4cccc5ccc1c3c45,Cc1c2ccccc2c3ccc4cccc5ccc1c3c45,-8.5234,-7.775062561035156,0.7483377456665039,0.7483377456665039
CCCCCCCCCCCCCCCCCOC(=O)/C=C/C(=O)OCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCOC(=O)/C=C/C(=O)OCCCCCCCCCCCCCCCCC,-7.074077,-7.8222270011901855,-0.7481498718261719,0.7481498718261719
O=C(C1=CC=CC=C1)C2=CC=CC(=C2)N=C=S,O=C(C1=CC=CC=C1)C2=CC=CC(=C2)N=C=S,-5.4,-4.651882648468018,0.7481174468994141,0.7481174468994141
[O-][N+](=O)O[Bi](O[N+]([O-])=O)O[N+]([O-])=O,[O-][N+](=O)O[Bi](O[N+]([O-])=O)O[N+]([O-])=O,-2.642008,-1.893938660621643,0.7480694055557251,0.7480694055557251
C1CCC\C=C/CC1,C1CCC\C=C/CC1,-3.77034,-4.518341541290283,-0.7480015754699707,0.7480015754699707
COC(=O)c1ccc(C(=O)OC)c(c1)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2,COC(=O)c1ccc(C(=O)OC)c(c1)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2,-6.3140693,-5.566105365753174,0.7479639053344727,0.7479639053344727
COC1OC(CNC(=O)N(CCCl)N=O)C(O)C(O)C1O,COC1OC(CNC(=O)N(CCCl)N=O)C(O)C(O)C1O,-1.5613,-0.8135643005371094,0.7477357387542725,0.7477357387542725
N[S](=O)(=O)C1=C(Cl)C=C2NC(N[S](=O)(=O)C2=C1)C(Cl)Cl,N[S](=O)(=O)C1=C(Cl)C=C2NC(N[S](=O)(=O)C2=C1)C(Cl)Cl,-3.18,-2.4324278831481934,0.7475721836090088,0.7475721836090088
CN(CC(O)=O)N=O,CN(CC(O)=O)N=O,0.9278,0.18051177263259888,-0.7472882270812988,0.7472882270812988
CC(C)CCCC(C)CC=O,CC(C)CCCC(C)CC=O,-3.806483,-3.0593643188476562,0.7471187114715576,0.7471187114715576
[H+].[Br-],[H+].[Br-],1.3775444,0.630590558052063,-0.7469538450241089,0.7469538450241089
CCCCCCOC(=O)C1=CC(Cl)=C(O)C=C1,CCCCCCOC(=O)C1=CC(Cl)=C(O)C=C1,-4.09,-4.836859703063965,-0.7468595504760742,0.7468595504760742
CCCCCOC(=O)c1ccc(N)cc1,CCCCCOC(=O)c1ccc(N)cc1,-3.3499,-4.096612453460693,-0.7467124462127686,0.7467124462127686
OC(=O)C(F)F,OC(=O)C(F)F,1.0176,0.27094554901123047,-0.7466545104980469,0.7466545104980469
[Fe++].[O-][S]([O-])(=O)=O,[Fe++].[O-][S]([O-])(=O)=O,0.6313327,-0.11512458324432373,-0.7464572787284851,0.7464572787284851
CC(C)O[P](=S)(OC(C)C)SCCN[S](=O)(=O)c1ccccc1,CC(C)O[P](=S)(OC(C)C)SCCN[S](=O)(=O)c1ccccc1,-4.2014,-3.455153465270996,0.746246337890625,0.746246337890625
c1c(OC)c(OC)C2C(=O)OCC2c1,c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899,-1.1529996395111084,0.7460004091262817,0.7460004091262817
Cc1ccc(O[P](=O)(Oc2ccccc2)Oc3ccccc3C)cc1,Cc1ccc(O[P](=O)(Oc2ccccc2)Oc3ccccc3C)cc1,-6.3733,-5.62797737121582,0.7453227043151855,0.7453227043151855
CC(C)(C)C1CCC(O)CC1,CC(C)(C)C1CCC(O)CC1,-3.1032622,-2.3579678535461426,0.7452943325042725,0.7452943325042725
NC(=S)c1c(Cl)cccc1Cl,NC(=S)c1c(Cl)cccc1Cl,-2.3363,-3.0815377235412598,-0.7452378273010254,0.7452378273010254
COC1=NC(=NC(=C1)OC)NC(=O)N[S](=O)(=O)C2=NC=CC=C2C(=O)N(C)C,COC1=NC(=NC(=C1)OC)NC(=O)N[S](=O)(=O)C2=NC=CC=C2C(=O)N(C)C,-3.97,-3.22495698928833,0.7450430393218994,0.7450430393218994
CCC1=CC=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C1,CCC1=CC=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C1,-4.52,-3.774998188018799,0.7450017929077148,0.7450017929077148
Oc1c(Br)c2ccccc2nc1C3C(=O)c4ccccc4C3=O,Oc1c(Br)c2ccccc2nc1C3C(=O)c4ccccc4C3=O,-4.8670974,-5.612013339996338,-0.7449159622192383,0.7449159622192383
c1cc(ccn1)c2ccncc2,c1cc(ccn1)c2ccncc2,-1.5376,-0.793393611907959,0.744206428527832,0.744206428527832
CCO[P](=S)(OCC)SCC[S](=O)(=O)CC,CCO[P](=S)(OCC)SCC[S](=O)(=O)CC,-2.5403,-1.796331524848938,0.7439683675765991,0.7439683675765991
CC1=CN(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC1=O,CC1=CN(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC1=O,-1.16,-1.9038102626800537,-0.7438102960586548,0.7438102960586548
CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)[S](N)(=O)=O,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)[S](N)(=O)=O,-3.56,-2.816230297088623,0.743769645690918,0.743769645690918
NC1=CC=CC(=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O,NC1=CC=CC(=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O,-1.54,-2.283700466156006,-0.7437005043029785,0.7437005043029785
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.4989,-7.755216121673584,0.7436842918395996,0.7436842918395996
O=C(C1=CC2=C(C=CC=C2)C=C1)N(O)C1=CC=C(Cl)C=C1,O=C(C1=CC2=C(C=CC=C2)C=C1)N(O)C1=CC=C(Cl)C=C1,-5.47,-4.726541996002197,0.7434577941894531,0.7434577941894531
O=Cc1ccc2OCOc2c1,O=Cc1ccc2OCOc2c1,-1.6324,-2.3757901191711426,-0.7433900833129883,0.7433900833129883
CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-7.6194,-6.876404285430908,0.7429957389831543,0.7429957389831543
Cc1ccc(C(O)=O)c(O)c1,Cc1ccc(C(O)=O)c(O)c1,-1.1822691,-1.9251748323440552,-0.7429057359695435,0.7429057359695435
Cc1cccc(C)c1C,Cc1cccc(C)c1C,-3.2037,-2.460965156555176,0.7427349090576172,0.7427349090576172
Cc1c(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c(C)c(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)c(C)c1Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C,Cc1c(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c(C)c(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)c(C)c1Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C,-7.9814734,-7.239114284515381,0.7423591613769531,0.7423591613769531
CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1,CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1,-1.8293,-2.5715651512145996,-0.7422651052474976,0.7422651052474976
CNC(CC(O)=O)C(O)=O,CNC(CC(O)=O)C(O)=O,-0.7544,-0.012244760990142822,0.7421552538871765,0.7421552538871765
ClC1=CC=C(Cl)C(=C1Cl)OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl,ClC1=CC=C(Cl)C(=C1Cl)OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl,-8.89,-8.147968292236328,0.7420320510864258,0.7420320510864258
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CCC2=O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CCC2=O,-3.1565006,-3.8985238075256348,-0.742023229598999,0.742023229598999
CC1=CC=C(C2(O)CCN(CCCC(=O)C3=CC=CC=C3)CC2)C=C1,CC1=CC=C(C2(O)CCN(CCCC(=O)C3=CC=CC=C3)CC2)C=C1,-1.62,-2.3618664741516113,-0.7418664693832397,0.7418664693832397
CCCCCCCCCNC(=O)c1cccnc1,CCCCCCCCCNC(=O)c1cccnc1,-3.1398,-3.881422519683838,-0.7416224479675293,0.7416224479675293
COC1=CC=C(C=C1)C(=O)NCO,COC1=CC=C(C=C1)C(=O)NCO,-1.22,-1.9615999460220337,-0.7415999174118042,0.7415999174118042
[OH-].[OH-].[Mg++],[OH-].[OH-].[Mg++],-4.469145,-3.727952003479004,0.7411928176879883,0.7411928176879883
c12C(=O)C3=C(O)C4(O)C(=O)C=C(O)C(N(C)C)C4CC3C(O)(C)c1cccc2,c12C(=O)C3=C(O)C4(O)C(=O)C=C(O)C(N(C)C)C4CC3C(O)(C)c1cccc2,-1.42,-2.1605916023254395,-0.7405916452407837,0.7405916452407837
O[C@]12COC(O[C@@H]1[C@H]3OC(OC[C@H]3O2)c4ccccc4)c5ccccc5,O[C@]12COC(O[C@@H]1[C@H]3OC(OC[C@H]3O2)c4ccccc4)c5ccccc5,-4.4379625,-3.697641372680664,0.740321159362793,0.740321159362793
FC1CC(F)(F)C(F)(F)C1(F)F,FC1CC(F)(F)C(F)(F)C1(F)F,-2.4368808,-3.1770401000976562,-0.740159273147583,0.740159273147583
O=C(C1CCC1)N(O)C1CCCCC1,O=C(C1CCC1)N(O)C1CCCCC1,-2.7,-3.4400577545166016,-0.7400577068328857,0.7400577068328857
CCCCC=CC,CCCCC=CC,-3.82,-3.080005645751953,0.7399942874908447,0.7399942874908447
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,-4.7009,-3.961071014404297,0.7398290634155273,0.7398290634155273
CC(C)CN,CC(C)CN,1.1359,0.3962036967277527,-0.7396963238716125,0.7396963238716125
c1c(C)nc2cncnc2n1,c1c(C)nc2cncnc2n1,0.06,-0.6796801686286926,-0.7396801672875881,0.7396801672875881
CC1=NC=CC2=C1NC1=C2C=CC=C1,CC1=NC=CC2=C1NC1=C2C=CC=C1,-3.79,-3.050464630126953,0.7395353317260742,0.7395353317260742
CCCCCCC(=O)NNC(=O)C1=CC=NC=C1,CCCCCCC(=O)NNC(=O)C1=CC=NC=C1,-2.1,-2.83945369720459,-0.7394537925720215,0.7394537925720215
CCCCC(CC)CNC(=O)c1ccc(N\N=C2\C(=C(C#N)C(=O)N(C)C2=O)C)cc1,CCCCC(CC)CNC(=O)c1ccc(N\N=C2\C(=C(C#N)C(=O)N(C)C2=O)C)cc1,-7.024811,-6.285477161407471,0.7393336296081543,0.7393336296081543
CC1=CC=C(C(=O)N(O)C2=CC=C(Cl)C=C2)C=C1,CC1=CC=C(C(=O)N(O)C2=CC=C(Cl)C=C2)C=C1,-4.42,-3.6807241439819336,0.7392759323120117,0.7392759323120117
ClC1=CC=C(OC2=CC(=CC(=C2)Cl)Cl)C(=C1)Cl,ClC1=CC=C(OC2=CC(=CC(=C2)Cl)Cl)C(=C1)Cl,-7.14,-6.400782108306885,0.7392177581787109,0.7392177581787109
C[C@@H](C[C@@H](C)C([O-])=O)C([O-])=O,C[C@@H](C[C@@H](C)C([O-])=O)C([O-])=O,-0.4564,-1.195613145828247,-0.7392131388187408,0.7392131388187408
CCCCCCCCCCCCCCCc1cccc(O)c1.CCCCCCC\C=C/CCCCCCc2cccc(O)c2.CCCC/C=C\C\C=C/CCCCCCc3cccc(O)c3.Oc4cccc(CCCCCC\C=C/C/C=C\CCC=C)c4,CCCCCCCCCCCCCCCc1cccc(O)c1.CCCCCCC\C=C/CCCCCCc2cccc(O)c2.CCCC/C=C\C\C=C/CCCCCCc3cccc(O)c3.Oc4cccc(CCCCCC\C=C/C/C=C\CCC=C)c4,-6.5970387,-5.858307361602783,0.7387313842773438,0.7387313842773438
CC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4=O)C3CC=C2C1,CC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4=O)C3CC=C2C1,-4.53,-3.7914180755615234,0.7385821342468262,0.7385821342468262
CCC1=C(O)C(=O)C=CO1,CCC1=C(O)C(=O)C=CO1,-1.175958,-0.4374338984489441,0.7385241389274597,0.7385241389274597
Cc1ccccc1Oc2ccccc2C,Cc1ccccc1Oc2ccccc2C,-4.843928,-4.10554313659668,0.7383847236633301,0.7383847236633301
CCC1=NC2=C(N=C1CC)C(=NC(=O)N2)N,CCC1=NC2=C(N=C1CC)C(=NC(=O)N2)N,-3.55,-2.811652660369873,0.7383472919464111,0.7383472919464111
CC(N)C(O)C(O)=O,CC(N)C(O)C(O)=O,-0.3535,0.38473325967788696,0.7382332682609558,0.7382332682609558
CCCCCCCCCc1ccc(OCC(O)=O)cc1,CCCCCCCCCc1ccc(OCC(O)=O)cc1,-3.8425968,-4.580602645874023,-0.7380058765411377,0.7380058765411377
CCOC(=O)CCCCCCCC(=O)OCC,CCOC(=O)CCCCCCCC(=O)OCC,-2.99,-3.7277536392211914,-0.7377536296844482,0.7377536296844482
CC(=O)CC(=O)Nc1ccc(NC(=O)CC(C)=O)cc1,CC(=O)CC(=O)Nc1ccc(NC(=O)CC(C)=O)cc1,-3.127501,-2.3901844024658203,0.7373166084289551,0.7373166084289551
CC(=O)Nc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1,CC(=O)Nc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1,-5.2503495,-4.51306676864624,0.7372827529907227,0.7372827529907227
Cc1cccc(Cl)c1,Cc1cccc(Cl)c1,-3.5228,-2.785902976989746,0.7368969917297363,0.7368969917297363
OCc1ccncc1,OCc1ccncc1,0.9621,0.2253096103668213,-0.7367904186248779,0.7367904186248779
CN(C)C(=S)Nc1ccc(Cl)cc1C,CN(C)C(=S)Nc1ccc(Cl)cc1C,-3.6604,-2.9237990379333496,0.7366008758544922,0.7366008758544922
C1C(O)CC2CCC3C4CCC(=O)C4(C)CCC3C2(C)C1,C1C(O)CC2CCC3C4CCC(=O)C4(C)CCC3C2(C)C1,-4.4,-3.663532257080078,0.7364678382873535,0.7364678382873535
Nc1ncc2ncn(COCCO)c2n1,Nc1ncc2ncn(COCCO)c2n1,-1.0775,-1.8138766288757324,-0.7363766431808472,0.7363766431808472
CCC(=O)OCN1C(=O)NC=C(F)C1=O,CCC(=O)OCN1C(=O)NC=C(F)C1=O,-0.77,-1.5059423446655273,-0.7359423637390137,0.7359423637390137
COCCOCCOCCOC,COCCOCCOCCOC,0.7490241,0.013124644756317139,-0.7358994483947754,0.7358994483947754
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15,-3.885585308074951,-0.7355852127075195,0.7355852127075195
N[S](=O)(=O)c1ccc(SCCCCO)cc1,N[S](=O)(=O)c1ccc(SCCCCO)cc1,-2.5141,-1.7787234783172607,0.7353765964508057,0.7353765964508057
O[P](O)(=O)c1ccccc1,O[P](O)(=O)c1ccccc1,-1.0269231,-0.2917257249355316,0.7351973354816437,0.7351973354816437
O=C1NCC(=O)N(CC(O)C(O)C(O)CO)C2=C1C=CC=C2,O=C1NCC(=O)N(CC(O)C(O)C(O)CO)C2=C1C=CC=C2,-1.46,-0.7248837947845459,0.7351162433624268,0.7351162433624268
COC(=O)C(CC=C)(CC=C)C(=O)NC(N)=O,COC(=O)C(CC=C)(CC=C)C(=O)NC(N)=O,-2.17,-1.4352282285690308,0.7347718477249146,0.7347718477249146
Nc1ccc(Nc2ccc(cc2[S](O)(=O)=O)[N+]([O-])=O)cc1,Nc1ccc(Nc2ccc(cc2[S](O)(=O)=O)[N+]([O-])=O)cc1,-1.5982895,-2.3325881958007812,-0.7342987060546875,0.7342987060546875
COC1=CC=C2C=C(C(C)C(=O)OCC(O)CO)C=CC2=C1,COC1=CC=C2C=C(C(C)C(=O)OCC(O)CO)C=CC2=C1,-2.62,-3.3540611267089844,-0.7340612411499023,0.7340612411499023
C[C@@H](Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1)C(O)=O,C[C@@H](Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1)C(O)=O,-2.6227956,-3.3567700386047363,-0.7339744567871094,0.7339744567871094
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,-1.5390165,-2.272922992706299,-0.7339065074920654,0.7339065074920654
ClCCN1C(=O)Nc2ccccc2C1=O,ClCCN1C(=O)Nc2ccccc2C1=O,-3.5747995,-2.8412017822265625,0.7335977554321289,0.7335977554321289
[Na+].Cc1ccc(Nc2ccc(O)c3C(=O)c4ccccc4C(=O)c23)c(c1)[S]([O-])(=O)=O,[Na+].Cc1ccc(Nc2ccc(O)c3C(=O)c4ccccc4C(=O)c23)c(c1)[S]([O-])(=O)=O,-2.4023933,-1.6687979698181152,0.7335953712463379,0.7335953712463379
